NP_001254479	NP_001372637
NP_115689	NP_062810
NP_000289	XP_006501198
XP_006712192	NP_001346951
XP_006714934	NP_001346686
NP_444514	NP_001093924
NP_001335441	XP_006514717
XP_011537092	NP_766025
NP_115976	XP_006520050
NP_690852	NP_082167
NP_000172	NP_034498
NP_115948	NP_082823
NP_115731	NP_082645
NP_005564	NP_034851
NP_116265	NP_034720
NP_060839	NP_848798
XP_024307495	NP_705779
NP_001350066	NP_001344855
XP_011543297	XP_006526770
XP_011517567	XP_006537914
NP_060220	NP_080435
XP_016857921	NP_080776
NP_110412	NP_112545
NP_001171481	XP_036015653
NP_005638	NP_065626
XP_011529905	NP_033376
NP_115632	NP_848904
NP_002225	NP_666095
NP_001132914	NP_084050
NP_055859	NP_083034
XP_024305528	XP_011242437
NP_065751	NP_001103688
NP_006420	NP_031664
NP_001293135	NP_001345982
NP_001354580	XP_017176645
XP_024302814	NP_001155904
NP_001003811	NP_113561
NP_001317968	NP_001074469
NP_056061	NP_001365941
XP_024301989	NP_666159
NP_076412	XP_006538519
XP_011513469	XP_006515027
XP_016884507	NP_001365953
XP_011540493	NP_001343279
NP_006422	NP_031662
NP_001026913	NP_001333991
NP_001311301	XP_006507967
NP_002660	NP_058064
NP_001317598	NP_035449
XP_016873433	NP_766358
XP_016872205	XP_006518551
NP_001743	NP_033934
NP_002568	NP_796300
NP_001317965	XP_036019180
NP_036221	NP_062425
NP_000393	NP_032088
NP_872299	NP_780650
NP_064733	NP_031421
NP_001340914	XP_036019528
NP_001136402	NP_001292187
NP_056274	XP_006526667
NP_001231191	XP_006515290
NP_078939	NP_001365722
NP_060242	NP_941049
NP_060890	NP_001034460
NP_001340669	NP_001349204
NP_653223	XP_011238650
XP_011510820	XP_006511535
NP_003430	NP_598667
NP_001336738	NP_001345745
XP_016869068	XP_017167809
NP_001191379	XP_036011208
NP_001138667	NP_001012305
NP_002970	NP_035457
NP_001275905	XP_006520506
XP_005268638	NP_001164497
NP_001317917	NP_666230
XP_024306342	XP_006532997
XP_016884789	NP_001131019
XP_024309460	NP_075547
NP_001091896	XP_006534615
XP_006712614	NP_058598
NP_003906	NP_733469
NP_001284576	NP_001074516
NP_001077434	NP_001344641
NP_055228	NP_038585
NP_001124390	NP_766387
NP_004190	XP_006532515
NP_612442	NP_001153650
NP_004446	NP_062524
NP_612456	NP_780372
NP_002846	NP_067399
XP_005264577	NP_808552
NP_001333490	XP_030102074
NP_001106963	NP_001106958
XP_011538821	XP_006539142
XP_024306135	XP_017177549
XP_006719979	XP_030103793
XP_011527166	NP_061277
NP_002508	XP_017177510
NP_001006618	XP_011237386
NP_002072	NP_057905
NP_005702	NP_001033076
NP_001287916	XP_006501794
NP_004353	XP_011246599
NP_001171485	NP_080111
NP_006491	NP_075548
NP_001018864	XP_030105013
XP_011516104	NP_082546
XP_011539482	NP_084133
XP_005254344	NP_776095
NP_006500	NP_033072
XP_016875000	XP_006520671
NP_001158157	NP_848781
NP_001362712	XP_006504260
XP_016856888	NP_001342135
NP_001337434	NP_852071
NP_001311148	XP_036013850
NP_036236	NP_035922
NP_001124441	NP_001034475
NP_001351815	XP_006496892
XP_024309076	NP_001344212
NP_000921	XP_036009719
NP_002920	NP_036011
NP_976224	NP_950187
NP_006512	NP_766060
NP_003067	NP_114030
NP_006750	NP_647458
XP_005250059	XP_006535674
NP_001121633	XP_006512113
NP_001753	NP_033968
NP_001026871	NP_780540
NP_037365	NP_058562
XP_011538619	NP_001303602
NP_001362980	NP_001139517
XP_024309123	XP_006518618
NP_001357330	XP_036016358
NP_066301	XP_006520734
XP_011531901	XP_036021602
NP_066288	NP_058570
XP_011526494	NP_444478
NP_055315	NP_082518
XP_011530129	XP_006509376
NP_689757	NP_084484
NP_775813	NP_076114
NP_604393	NP_001004194
XP_011514938	XP_006506820
NP_060214	NP_694731
XP_005267269	NP_789807
NP_060646	NP_659194
NP_002635	NP_035212
XP_016881835	XP_030098197
XP_024306246	NP_666111
NP_777283	XP_011238417
NP_001257330	NP_001192143
NP_001173	NP_613066
NP_000527	NP_033046
NP_001646	NP_666097
NP_064516	NP_277068
XP_016881278	NP_031531
NP_689624	XP_030111337
NP_001350918	XP_006525604
NP_001355045	NP_766134
NP_001340584	XP_030109426
XP_005258649	XP_030098567
NP_002223	NP_032444
XP_005248736	XP_011248224
NP_055118	NP_075027
NP_001185808	NP_598496
NP_055400	XP_006496200
NP_000684	NP_444310
XP_016875394	NP_776094
XP_005245414	NP_277044
XP_016860395	NP_082140
NP_009111	NP_067456
NP_001812	NP_067325
NP_001363199	XP_006507500
NP_009101	XP_030109303
NP_659499	XP_006512932
NP_001432	NP_034303
NP_848591	NP_808386
XP_016867939	NP_085042
NP_149093	XP_006529404
NP_038472	NP_061268
XP_024307442	NP_001157619
NP_001128647	XP_036011566
XP_016876850	NP_001347335
NP_919424	NP_598576
NP_001334924	NP_001107646
XP_016882391	XP_030099320
NP_063938	NP_780684
NP_694545	NP_573500
NP_001137	NP_033770
NP_001149946	NP_001156451
NP_116254	NP_766152
NP_001350601	NP_001073345
XP_005259627	XP_006513342
XP_011540718	XP_006501538
XP_011520674	XP_006522671
NP_076991	XP_006534062
NP_006421	NP_033967
NP_000681	NP_033786
XP_011524059	NP_796252
NP_758961	NP_001273340
XP_011514159	XP_011239752
NP_000584	NP_038711
XP_016855626	NP_001155210
NP_945343	NP_061273
NP_006793	NP_083433
NP_003822	NP_077144
NP_644813	NP_653139
NP_872325	NP_001030047
NP_066189	XP_006504483
XP_006716427	XP_006509690
NP_006528	XP_006511173
XP_011517207	NP_071712
NP_060873	NP_598522
NP_003763	NP_001028353
NP_112483	NP_001361646
NP_001129224	NP_081751
NP_060405	XP_006501546
NP_001518	NP_032255
NP_001123543	XP_036008550
NP_078880	NP_082279
NP_002800	NP_033465
NP_060658	NP_849534
NP_001123500	XP_036010394
XP_005261453	XP_006520885
XP_005267442	NP_080679
NP_001350474	NP_001171224
XP_011543191	NP_780597
NP_002230	XP_030103590
NP_001352504	NP_001074735
NP_055317	NP_001240772
NP_149975	NP_958808
NP_001305847	XP_036016078
NP_002257	NP_034785
XP_005267133	NP_001028638
NP_059125	NP_067461
NP_000914	XP_011240550
NP_004258	NP_061233
NP_009060	NP_033600
XP_011523806	NP_033449
NP_000363	NP_035791
NP_001129626	XP_006522959
NP_001014364	NP_001013826
NP_066300	XP_030099245
XP_016876880	XP_006519786
NP_001371598	XP_006513485
XP_005248399	NP_683740
NP_001036020	XP_036011744
NP_001229313	NP_113572
NP_001138732	XP_006519130
NP_001357003	XP_006496881
NP_001243355	XP_006501801
NP_848590	NP_001157000
NP_060327	NP_001361616
XP_005261752	NP_001345551
NP_003079	NP_032010
NP_775858	XP_006526614
NP_060764	NP_001074546
NP_660159	NP_849265
NP_056953	NP_035276
NP_079085	NP_080762
NP_116192	NP_031541
XP_016859783	NP_001342070
NP_005573	NP_032559
NP_006801	NP_082571
NP_066565	XP_006532508
NP_597700	NP_776291
NP_653168	NP_067396
NP_006703	NP_075718
XP_016857247	XP_030108730
NP_056533	NP_945196
NP_037389	NP_808215
XP_024308010	NP_081357
NP_001351618	XP_011239113
XP_011529614	NP_084415
NP_079355	NP_694799
NP_008983	XP_006528578
NP_001798	NP_034015
NP_004520	NP_081602
XP_016878880	NP_666330
NP_055544	NP_001364007
NP_002694	NP_742158
XP_024307940	XP_006521018
NP_036436	NP_795933
NP_060238	NP_077156
XP_016872590	XP_030102943
NP_001801	NP_031708
NP_001138984	NP_001116424
NP_001128659	XP_006496493
NP_060309	NP_766602
NP_056968	NP_758511
NP_061940	NP_001162071
NP_001307156	NP_598548
XP_011535408	NP_001093579
NP_473451	XP_006519762
XP_011529982	XP_011247984
NP_775782	NP_001032814
NP_001087194	NP_001025061
XP_011539698	NP_032443
NP_114408	XP_006520600
NP_776253	XP_036010524
NP_872438	NP_001035782
NP_001355054	NP_034011
XP_016866325	NP_001182227
NP_001275897	NP_722502
NP_005958	NP_032694
XP_016884409	NP_573447
NP_001274524	NP_666367
NP_001677	NP_058054
NP_000717	NP_001032176
NP_000099	NP_031887
NP_852108	NP_663509
NP_060838	NP_080995
XP_016868132	XP_006514999
XP_011526868	NP_001359292
NP_036230	NP_036053
NP_653320	NP_082660
XP_016879680	XP_006532041
XP_011518202	NP_068689
XP_011542440	NP_001355752
NP_001033692	XP_006517668
NP_003460	NP_033155
XP_011511291	XP_036015702
XP_006711316	NP_001074595
NP_057419	NP_035302
NP_919261	NP_780527
NP_001177384	NP_031416
NP_997304	NP_694746
NP_001338473	NP_001156428
NP_060422	NP_081551
XP_011527038	XP_036018592
NP_001362819	XP_006498180
NP_077744	NP_659032
XP_011523789	NP_598518
NP_006508	NP_033223
XP_005262724	XP_006503925
NP_665802	NP_001290202
NP_060811	XP_006524521
NP_909122	NP_573505
XP_016881234	NP_034884
NP_005737	NP_067499
NP_001337177	NP_001344319
NP_077321	NP_694807
NP_005782	NP_080759
NP_055569	NP_032985
XP_005251647	XP_006537885
NP_001107580	NP_808335
XP_016876863	NP_035263
XP_016870954	XP_017177421
NP_001229371	XP_006532296
NP_060698	NP_001028948
NP_004822	NP_081761
XP_005264696	NP_659051
XP_024302989	XP_036015291
NP_000889	NP_766366
NP_001290385	XP_006502250
NP_001183955	NP_001157833
NP_003120	NP_033296
NP_817092	NP_032040
XP_011521847	XP_017170256
XP_011539528	NP_058662
XP_016881959	XP_006539544
NP_000193	XP_006527908
NP_004955	NP_032254
NP_076994	NP_076134
NP_000231	NP_776101
NP_056428	NP_666357
NP_001340426	NP_598489
NP_061916	XP_006498249
XP_011539301	XP_006538600
NP_001340301	NP_775563
XP_016882352	NP_062731
NP_001019801	NP_033950
NP_055682	NP_083392
XP_011519249	XP_006506338
NP_076984	NP_950200
NP_037483	NP_062380
NP_036376	NP_058668
NP_006082	XP_006511157
NP_705841	NP_997089
NP_110443	NP_001013828
NP_001087240	NP_001035988
XP_006711626	XP_036018829
XP_011521310	XP_017168345
NP_056265	NP_598692
XP_011535625	NP_001276416
NP_001010892	NP_001156429
NP_006235	NP_937811
NP_940968	XP_006517806
XP_016878760	NP_035192
NP_003464	NP_035614
NP_003452	NP_035907
NP_001293139	XP_036019848
XP_005247877	XP_006522818
NP_001035997	NP_001292911
NP_001340	NP_803228
NP_060566	NP_663406
NP_002226	XP_011239530
NP_061955	NP_080814
NP_002476	XP_030109452
NP_060445	NP_080783
NP_060608	XP_006522627
NP_001372058	NP_001032844
NP_001246	NP_075712
NP_004948	XP_006497759
NP_001073904	NP_001004185
XP_005257836	NP_796062
NP_001341743	XP_006530809
NP_057225	NP_666341
NP_005644	XP_017172026
NP_005475	NP_033762
XP_011527704	XP_030107027
NP_002101	NP_034537
XP_016879154	NP_666314
NP_065761	NP_957678
NP_000469	NP_031457
NP_001191304	NP_032754
XP_016856452	NP_644678
NP_001334146	XP_036018003
NP_001308846	NP_808557
XP_016856038	NP_001271199
XP_016874184	XP_006530293
NP_001412	NP_001368805
NP_001184042	NP_001106890
XP_011523781	NP_001349329
NP_001035879	NP_079958
XP_011517379	XP_006538043
NP_061135	NP_001177973
NP_003092	NP_033256
NP_006107	NP_079885
NP_001008219	NP_001153624
NP_620689	NP_001292869
NP_115810	NP_766581
NP_938015	NP_001153599
NP_002680	XP_011246909
NP_001070663	XP_006538791
NP_001275710	NP_938053
XP_016863659	XP_006503859
NP_036346	XP_036021327
NP_001135389	NP_001264096
XP_016879994	XP_006533481
NP_004123	XP_006527077
NP_689917	NP_082389
NP_001309357	XP_030109944
NP_079276	NP_001159452
NP_001009931	XP_006502049
XP_024306631	XP_006534114
NP_079470	NP_853624
NP_001269540	NP_062371
XP_005256386	NP_001297590
NP_005304	NP_031978
NP_078808	NP_083436
XP_011538160	NP_056567
NP_001138648	NP_766325
XP_005263980	XP_006496354
XP_005257700	XP_036012519
NP_055723	NP_808316
NP_056991	NP_077754
XP_006713076	NP_083210
NP_001451	NP_001347842
NP_001444	NP_032618
NP_995582	NP_109601
NP_001337261	XP_006532924
XP_024306038	XP_006507264
NP_612191	NP_001303594
NP_065184	NP_083376
XP_016871230	XP_011245327
NP_079464	NP_001159425
NP_001073973	XP_006529765
XP_011528343	XP_006522510
NP_060689	NP_997151
NP_001336421	NP_663433
NP_004843	NP_919244
NP_001186846	NP_082628
XP_016882821	NP_001034203
XP_005252046	XP_036017718
NP_003646	NP_031651
NP_079235	NP_573484
NP_116027	NP_032116
XP_005260141	XP_036010117
XP_006711558	XP_017174940
NP_068812	NP_035525
NP_001275693	XP_006539579
NP_001193872	NP_001159745
NP_997242	XP_036011233
XP_011532737	NP_001271310
XP_011515209	NP_766548
NP_000337	NP_035578
NP_060526	NP_955009
NP_001108106	XP_017175820
NP_848588	NP_001369198
NP_001157101	NP_084347
XP_011525418	NP_082323
NP_001384	NP_001012324
XP_016882424	NP_035285
NP_079379	XP_036020262
NP_444251	NP_443735
NP_079017	NP_001334104
NP_000774	NP_031837
XP_011509708	XP_006500336
NP_473368	NP_065065
NP_001364925	XP_011246120
XP_024303540	XP_030103179
NP_000441	NP_035475
XP_016866973	XP_006524760
XP_011536758	NP_032826
NP_001281267	NP_031738
XP_005251740	NP_001304281
NP_000208	NP_034725
NP_006383	NP_077155
NP_001317653	XP_017176477
NP_001124176	NP_787953
NP_006138	NP_058547
XP_016868296	XP_036021932
XP_016873244	NP_034967
NP_061961	NP_062331
NP_005403	NP_082506
XP_016881898	XP_006540398
NP_056362	NP_001334088
NP_005372	NP_035010
NP_004457	XP_036014229
NP_001375330	XP_006496671
NP_060609	NP_081545
NP_005293	NP_034468
NP_001275750	NP_694797
NP_001291452	XP_036020731
NP_003306	XP_030102048
XP_016872803	NP_001359463
NP_001304998	NP_001305031
NP_001376494	NP_001019319
NP_001128529	NP_083249
XP_024307405	XP_036009104
NP_004664	NP_082609
NP_005540	NP_001074609
NP_036575	NP_056588
NP_006659	NP_034140
NP_057300	NP_113580
NP_001244904	XP_006498335
NP_054742	XP_006516532
NP_001307596	NP_001347136
XP_024303739	XP_006526833
NP_054808	NP_733479
NP_001273426	XP_030100025
NP_775754	NP_796281
XP_016875537	NP_001028374
NP_002597	XP_036016291
NP_004497	XP_006512627
XP_024306070	NP_001343418
NP_612376	NP_001007569
NP_003091	NP_001344392
XP_006713694	XP_006501910
NP_001291276	NP_001344564
NP_001073899	NP_766501
NP_149044	NP_032272
NP_859074	NP_084386
NP_001185971	XP_017168751
NP_073610	NP_083900
NP_060758	NP_077212
NP_055052	NP_034214
NP_001001419	XP_030103031
NP_005779	NP_598501
NP_001242983	NP_001074812
NP_056377	NP_808301
XP_011515831	NP_001104566
NP_944493	NP_032099
XP_016882786	XP_006539993
NP_848526	NP_035948
XP_024309492	NP_079571
XP_016863302	NP_665838
NP_000777	NP_064394
NP_201591	NP_034394
NP_004481	NP_057928
NP_001186564	XP_011239452
NP_001157903	NP_001138487
XP_005257419	XP_036012271
NP_005142	NP_067497
XP_005266938	NP_001345698
NP_001251	NP_705827
NP_003241	NP_001300912
NP_000468	NP_033784
NP_001186983	XP_036011605
XP_016867442	NP_083010
NP_068810	XP_006531757
NP_116205	NP_082396
NP_852124	NP_001152992
XP_016863143	NP_848766
NP_000190	NP_061292
XP_011509246	XP_036009757
XP_011514965	XP_006505082
XP_006713750	NP_080683
NP_061028	NP_065234
NP_001026866	XP_006539705
NP_660302	NP_001104500
NP_000687	NP_064377
XP_011527105	NP_001074603
NP_001353839	XP_006540177
NP_071381	NP_001334004
NP_001005742	NP_032120
XP_005272372	NP_001318081
NP_001362731	NP_001155290
NP_001294956	XP_006510293
NP_899196	XP_006527983
NP_001554	XP_006511391
XP_005245227	XP_006501152
NP_000800	NP_001345970
XP_011542222	NP_035179
NP_002227	NP_963289
NP_005039	NP_644676
NP_620409	XP_006501458
XP_011522892	XP_006533322
NP_001269673	NP_659131
NP_932765	NP_808350
XP_011520489	XP_006540918
XP_016864435	NP_001186204
NP_003404	NP_033601
NP_003959	NP_035796
NP_653266	NP_084537
XP_011522170	NP_034943
NP_000496	NP_067464
NP_001341533	NP_001106669
XP_024302333	NP_001096652
NP_057018	NP_061356
XP_024305847	XP_036010982
XP_011519406	NP_032955
NP_001098707	NP_035909
XP_024304980	NP_700456
XP_011523259	XP_036012711
NP_861454	NP_796324
XP_016857118	NP_001357685
NP_001864	NP_038522
NP_004452	NP_079924
NP_077278	NP_001307229
NP_060035	NP_722477
NP_003046	NP_068358
NP_659493	NP_001075124
NP_689955	NP_766000
NP_892017	NP_001158070
NP_000057	NP_598643
XP_005247421	NP_001277998
XP_016876570	NP_997590
NP_001304864	NP_001074570
XP_016864873	XP_006517824
NP_057025	XP_006495496
NP_006523	NP_031950
NP_001139813	NP_997143
NP_114121	NP_001307649
NP_002100	NP_032240
NP_000739	NP_033732
XP_024303423	NP_001355772
NP_116213	NP_001342557
XP_011527824	NP_777272
NP_001305754	NP_034551
NP_003049	NP_038695
NP_940908	NP_001274153
NP_000569	XP_036018627
NP_001373544	NP_766549
NP_001295051	NP_035526
NP_000803	NP_032095
NP_001455	NP_033748
NP_038466	NP_081118
XP_011514209	NP_001371135
NP_003050	NP_062661
NP_036257	XP_006499162
NP_001139478	NP_001351825
NP_001284548	XP_036008987
NP_060156	NP_034399
NP_001269357	XP_011242166
NP_694998	NP_001001885
NP_001229712	NP_001020770
XP_005260259	XP_036017633
XP_011528205	NP_031806
NP_149129	XP_006505408
NP_079514	NP_666305
NP_001365521	XP_011249278
NP_064703	NP_064321
NP_116246	NP_109642
XP_011526250	NP_036055
XP_016864078	NP_036044
NP_001356777	XP_006529921
XP_011527439	NP_062679
NP_001034977	XP_006501773
NP_005235	NP_034295
NP_001317244	NP_001343223
XP_016872436	NP_032734
NP_733775	XP_011237639
NP_001406	NP_036140
NP_001358281	XP_036008196
NP_004388	XP_030099902
NP_001033	NP_033230
NP_001374496	NP_964008
NP_056195	NP_848729
NP_000799	NP_001344745
XP_011513891	XP_011248100
NP_067076	NP_001361535
XP_011514817	NP_062354
NP_001094089	NP_001139759
NP_001248763	NP_001123929
NP_115551	NP_849249
XP_005269054	XP_006521413
XP_011527070	NP_694729
XP_005273004	XP_006501058
NP_000716	XP_030104162
NP_006785	NP_780699
XP_016876202	NP_001288353
XP_011519049	XP_006507133
NP_002622	NP_001074743
NP_839947	NP_081408
NP_001091977	XP_006533252
NP_001018080	XP_006531805
XP_016883966	XP_006522910
NP_056212	NP_081169
XP_011525503	XP_006540854
XP_011532633	NP_598746
NP_060614	NP_067280
XP_024308560	XP_030102093
NP_001030013	NP_001028552
XP_011527194	XP_006499440
NP_063945	XP_036018337
NP_009130	NP_082955
NP_055194	XP_006521360
XP_024305928	NP_001366323
NP_055368	NP_076244
NP_002013	XP_006496836
NP_004781	NP_032792
NP_037388	NP_001038951
NP_001156	XP_006509891
NP_078961	NP_082190
XP_024304263	NP_034692
NP_112553	XP_006517166
NP_060895	NP_663476
XP_011532271	NP_083371
NP_001269621	NP_001317220
NP_056444	NP_081604
NP_775489	NP_775567
NP_009034	NP_598427
NP_003369	XP_030110482
NP_037468	NP_058602
NP_001354585	XP_036013293
NP_001254526	XP_006506739
NP_006507	NP_035530
NP_001276903	NP_001230191
NP_001137140	NP_001158074
NP_001949	NP_031932
NP_001977	XP_006532521
NP_001030014	NP_083325
NP_624311	NP_080417
XP_005253288	NP_033981
XP_011521478	NP_058092
XP_006723003	NP_001229318
XP_016872420	NP_001296375
NP_892021	NP_061229
XP_011515516	NP_001269372
NP_065748	NP_851834
NP_001351156	XP_036012769
NP_443091	NP_808483
XP_011532627	NP_001028381
NP_443086	NP_036087
XP_016874632	XP_030101095
NP_001166145	NP_663458
NP_001358026	XP_017177100
NP_071350	NP_001136052
XP_005250394	NP_082738
NP_061971	NP_038955
NP_006520	NP_536686
NP_065833	NP_001074706
NP_003380	NP_849224
NP_055282	NP_081114
NP_000134	NP_034339
XP_011508259	XP_036019527
NP_003089	NP_033254
NP_001354712	NP_573481
XP_011539312	NP_034338
NP_001351229	NP_077150
NP_001338886	XP_011240678
NP_114434	NP_115772
XP_024302855	NP_073559
XP_005268559	NP_001185913
NP_001229247	NP_001116231
NP_001307656	NP_001307654
NP_001070731	XP_006510195
NP_001955	NP_031939
NP_114144	XP_006510107
NP_003812	NP_620402
NP_694991	NP_080932
NP_001393	NP_034236
XP_006719706	XP_036020857
XP_016872144	NP_083462
NP_056289	NP_061339
NP_819056	NP_766297
NP_612379	NP_598878
XP_011537952	XP_036017538
XP_016878627	NP_733785
NP_060703	NP_808435
NP_001077378	NP_803420
NP_694563	NP_808233
XP_011513837	XP_030110765
NP_663761	NP_001074614
XP_011508323	NP_082169
NP_001036004	NP_001359452
NP_001073966	NP_766282
XP_016865341	XP_006517852
NP_001269791	NP_001349032
XP_006715051	NP_598876
NP_060762	NP_001074523
XP_005253223	NP_001159496
NP_009138	XP_006497251
NP_001157289	XP_030097935
NP_006000	NP_035783
NP_077309	NP_899001
NP_005991	NP_033473
NP_001317966	XP_006517835
NP_005073	NP_033572
NP_006073	NP_035784
XP_005253463	NP_796196
NP_001374021	NP_001291690
NP_149989	XP_011246656
NP_071447	NP_075965
NP_001351952	NP_666207
XP_011523191	NP_001292086
NP_001098665	NP_998892
NP_874359	NP_001366308
XP_016884231	XP_036015258
NP_001273399	NP_001347946
NP_060016	NP_082319
NP_001352154	NP_082397
NP_958839	XP_006532265
NP_056290	NP_598508
XP_016871352	XP_011245218
NP_001230903	NP_001291920
NP_006237	XP_006515988
NP_006829	NP_062622
NP_060152	NP_001123666
NP_149017	NP_780534
NP_059509	NP_001371113
NP_000742	NP_067611
NP_694979	XP_006504769
NP_001358408	NP_034895
NP_937793	NP_084123
XP_016862815	NP_849273
NP_005509	NP_032282
NP_000276	NP_032846
NP_005992	NP_033472
NP_671724	NP_694423
NP_078953	XP_006504164
NP_060292	NP_001346756
XP_006714688	XP_011242797
NP_689794	XP_011246175
NP_056501	NP_001074752
NP_005576	XP_006510885
NP_079011	XP_006531540
NP_001295883	NP_001171448
NP_001129115	NP_001344391
NP_003795	XP_006516672
NP_002529	NP_001347466
NP_058634	NP_001157824
XP_024306255	XP_006531198
NP_009210	NP_001192160
XP_024303104	NP_663446
NP_001340828	NP_001355584
NP_002274	NP_058575
XP_011544168	XP_006507265
NP_004489	NP_032288
NP_060802	NP_031942
XP_005268294	NP_079649
XP_024306764	NP_061371
NP_001139512	NP_001277750
NP_076933	NP_766420
NP_001171940	NP_001258530
NP_001709	NP_031582
NP_002506	XP_036013454
NP_001369359	NP_001159366
NP_599022	NP_038674
NP_005561	NP_001165533
NP_003045	NP_766111
XP_016873148	NP_766496
XP_005269515	XP_006507327
NP_006716	NP_033982
NP_001166210	NP_001096837
